292223	Dubai	25.0657	55.17128	1137347	דוביי	Dubai	פאראייניגטע אראבישע עמיראטן+UAE
2279755	Yamoussoukro	6.82055	-5.27674	194530	יאמוסאקרא		Côte de l’Ivoire
2293538	Abidjan	5.30966	-4.01266	3677115	אבידזשאן		Côte de l’Ivoire
3868192	Villa Alemana	-33.04222	-71.37333	97320	ווילא אלעמאנא	Valparaíso	טשילע
3868626	Valparaíso	-33.036	-71.62963	282448	וואלפאראיסא	Valparaíso	טשילע
3868707	Valdivia	-39.81422	-73.24589	133419	וואלדיוויא	Los Ríos	טשילע
3870011	Temuco	-38.73965	-72.59842	238129	טעמוקא	Araucanía	טשילע
3870282	Talcahuano	-36.72494	-73.11684	252968	טאלקאוואנא	Biobío	טשילע
3873775	Rancagua	-34.17083	-70.74444	212695	ראנקאגווע	O'Higgins	טשילע
3874787	Punta Arenas	-53.15483	-70.91129	117430	פּונטא ארענאס	Magallanes	טשילע
3874930	Puerto Varas	-41.31946	-72.98538	24958	פּארטא וואראס	Los Lagos	טשילע
3874960	Puerto Montt	-41.4693	-72.94237	160054	פּארטא מאנט	Los Lagos	טשילע
3876664	Penco	-36.74075	-72.99528	46091	פּענקא	Biobío	טשילע
3882428	Los Ángeles	-37.46973	-72.35366	125430	לאס אנדזשעלעס	Biobío	טשילע
3893532	Coronel	-37.03386	-73.14019	92940	קאראנעל	Biobío	טשילע
3893894	Concepción	-36.82699	-73.04977	215413	קאנסעפסיאן	Biobío	טשילע
3895138	Chiguayante	-36.9256	-73.02841	82545	טשיגואיאנטע	Biobío	טשילע
3896218	Castro	-42.4721	-73.77319	29926	קאסטרא	Los Lagos	טשילע
3899361	Arica	-18.4746	-70.29792	185999	אריקא	Arica y Parinacota	טשילע
3899539	Antofagasta	-23.65236	-70.3954	309832	אנטאפאגאסטא	Antofagasta	טשילע
2220957	Yaoundé	3.86667	11.51667	1299369	יאונדע		
1816670	Beijing	39.9075	116.39723	11716620	בייזשינג		כינע
3676623	Leticia	-4.21528	-69.94056	29666	לעטיסיע		קאלאמביע
3688689	Bogotá	4.60971	-74.08175	7674366	באגאטא		קאלאמביע
3553478	Havana	23.13302	-82.38304	2163824	האוואנע		
146268	Nicosia	35.17531	33.3642	200452	ניקאסיע		
3067421	Prostějov	49.47188	17.11184	47374	פראסטיץ	Olomoucký Kraj	טשעכיע+Czechia
3068160	Pilsen	49.74747	13.37759	164180	פילזען	Plzeňský kraj	טשעכיע+Czechia
3070720	Mikulov	48.80556	16.6378	7608	ניקאלשבורג	Jihomoravský kraj	טשעכיע+Czechia
3078610	Brno	49.19522	16.60796	369559	ברין	Jihomoravský kraj	טשעכיע+Czechia
2806142	Worms	49.63278	8.35916	81099	ווארמז	ריינלאנד-פאלץ	דייטשלאנד
2809346	Wiesbaden	50.08258	8.24932	272432	וויסבאדן	Hessen	דייטשלאנד
2818067	Uetersen	53.68769	9.66394	17921	איטערזען	Schleswig-Holstein	דייטשלאנד
2825297	Stuttgart	48.78232	9.17702	589793	שטוטגארט	Baden-Württemberg	דייטשלאנד
2842647	Saarbrücken	49.23262	7.00982	181227	זארבריקן	Saarland	דייטשלאנד
2844056	Rothenburg ob der Tauber	49.37885	10.18711	11106	ראטנבורג	Bayern	דייטשלאנד
2861650	Nürnberg	49.45421	11.07752	499237	נירנבערג	Bayern	דייטשלאנד
2864057	Neustadt an der Aisch	49.57953	10.61126	12448	ניישטאט אן דער אײש	Bayern	דייטשלאנד
2867714	Munich	48.13743	11.57549	1260391	מינכן	Bayern	דייטשלאנד
2874225	Mainz	49.98419	8.2791	184997	מיינץ	ריינלאנד-פאלץ	דייטשלאנד
2886242	Köln	50.93333	6.95	963395	קעלן	NRW	דייטשלאנד
2907911	Heidelberg	49.40768	8.69079	143345	היידלבערג	Baden-Württemberg	דייטשלאנד
2910831	Hannover	52.37052	9.73322	515140	האנאווער+Hannauver	אונטער-זאקסן+Neddersassen+Läichsaksen+Donja Saska	דייטשלאנד
2911298	Hamburg	53.57532	10.01534	1739117	האַמבורג+HH	HH+H+H+Hamburg	דייטשלאנד
2923544	Fürth	49.47593	10.98856	112025	פיורדא	Bayern	דייטשלאנד
2929670	Erfurt	50.9787	11.03283	203254	ערפורט		דייטשלאנד
2934691	Duisburg	51.43247	6.76516	504358	דיסבורג	NRW	דייטשלאנד
2935022	Dresden	51.05089	13.73832	486854	דרעזדן		דייטשלאנד
2939623	Dachau	48.26	11.43402	39740	דאכוי+Dachau	Bayern	דייטשלאנד
2940132	Chemnitz	50.8357	12.92922	247220	קעמניץ		דייטשלאנד
2946447	Bonn	50.73438	7.09549	313125	באן	NRW	דייטשלאנד
2950159	Berlin	52.52437	13.41053	3426354	בערלין	בערלין+Berlin	דייטשלאנד
223817	Djibouti	11.58901	43.14503	623891	דזשיבוטי	Djibouti	
2507480	Algiers	36.73225	3.08746	1977663	אלזשירס	Alger	אלזשיר
3652462	Quito	-0.22985	-78.52495	1399814	קיטא	Pichincha	
588409	Tallinn	59.43696	24.75353	394024	טאלין	Harjumaa	
361058	Alexandria	31.20176	29.91582	3811516	אלעקסאנדריע		עגיפטן
361546	Arish	31.13159	33.79844	128855	על אריש	Shamāl Sīnāʼ	עגיפטן
330546	Massawa	15.60811	39.47455	23100	מאסאווע	Semēnawī Kʼeyih Bahrī	
2509954	Valencia	39.46975	-0.37739	814208	וואלענציע	Valencia	שפאניע+España
2510409	Toledo	39.8581	-4.02263	82291	טאלעדא		שפאניע+España
2510911	Sevilla	37.38283	-5.97317	703206	סעווילא		שפאניע+España
2511174	Santa Cruz de Tenerife	28.46824	-16.25462	222417	סאנטא קרוז דע טענעריפע	קאנארישע אינזלען	שפאניע+España
2519240	Córdoba	37.89155	-4.77275	328428	קארדאבע		שפאניע+España
3104324	Zaragoza	41.65606	-0.87734	674317	סאראגאסא+ZGZ	Aragón	שפאניע+España
3109642	Santiago de Compostela	42.88052	-8.54569	95092	סאנטיאגא דע קאמפאסטעלא	Galicia	שפאניע+España
3117735	Madrid	40.4165	-3.70256	3255944	מאדריד	Madrid	שפאניע+España
3128760	Barcelona	41.38879	2.15899	1621537	בארצעלאנע	Catalunya	שפאניע+España
658225	Helsinki	60.16952	24.93545	558457	העלסינקי		פינלאנד
3426691	Stanley	-51.7	-57.85	2213	סטאנלי		
2969392	Vichy	46.11667	3.41667	27019	ווישי+03200		France
2972315	Toulouse	43.60426	1.44367	433055	טולוז+31000		France
2973783	Strasbourg	48.58392	7.74553	274845	שטראסבורג+67000	ACAL	France
2987914	Perpignan	42.69764	2.89541	110706	פערפיניאן+66000		France
2988507	Paris	48.85341	2.3488	2138551	פאריז+75001		France
2990440	Nice	43.70313	7.26608	338620	ניס+06000		France
2994160	Metz	49.11911	6.17269	123914	מעץ+57000	ACAL	France
2995469	Marseille	43.29695	5.38107	794811	מארסיי+13001		France
2996944	Lyon	45.74846	4.84671	472317	ליאן		France
2998324	Lille	50.63297	3.05858	228328	ליל+59000	http://en.wikipedia.org/wiki/Hauts-de-France	France
3014728	Grenoble	45.16667	5.71667	158552	גרענאבלע+38000		France
3020686	Dunkerque	51.03297	2.377	71287	דונקערק+59140	http://en.wikipedia.org/wiki/Hauts-de-France	France
3031582	Bordeaux	44.84044	-0.5805	231844	בארדא+33000		France
3033123	Besançon	47.24878	6.01815	128426	בעזאנסאן+25000		France
2399697	Libreville	0.39241	9.45356	578156	ליברעוויל		גאבאן
2633691	Wolverhampton	52.58547	-2.12296	252791	וואלווערהאמפטאן	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2634812	Wandsworth	51.4577	-0.20784	0	לאנדאנער בארא פון וואנדזווערט	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2635412	Truro	50.26526	-5.05436	23041	טרורא	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2638077	Sheffield	53.38297	-1.4659	685368	שעפילד	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2640729	Oxford	51.75222	-1.25596	171380	אקספארד	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2641673	Newcastle upon Tyne	54.97328	-1.61396	192382	ניוקאסטל	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2642313	Monmouth	51.81265	-2.71363	10110	מאנמעטה	Galles	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2642607	Middlesbrough	54.57623	-1.23483	142707	מידלזברא	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2643123	Manchester	53.48095	-2.23743	395515	מאנטשעסטער	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2643741	City of London	51.51279	-0.09184	8072	סיטי פון לאנדאן	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2643743	London	51.50853	-0.12574	7556900	לאנדאן	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2644210	Liverpool	53.41058	-2.97794	864122	ליווערפול	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2644668	Leicester	52.6386	-1.13169	508916	לעסטער	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2644688	Leeds	53.79648	-1.54785	455123	לידז	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2644849	Larne	54.85	-5.81667	18421	לארן		פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2646826	Hitchin	51.94924	-0.28496	36099	היטשין	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2647632	Halifax	53.71667	-1.85	82624	האליפאקס	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2648404	Gloucester	51.86568	-2.2431	150053	גלאסטער	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2648579	Glasgow	55.86515	-4.25763	591620	גלאזגא	苏格兰	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2648773	Gateshead	54.96209	-1.60168	77649	גייטסהעד	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2649808	Exeter	50.7236	-3.52751	117763	עקסעטער	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2650225	Edinburgh	55.95206	-3.19648	464990	עדינבורג	苏格兰	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2650228	Edgware	51.6128	-0.27539	9832	עדזשווער	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2651347	Derby	52.92277	-1.47663	270468	דארבי	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2653822	Cardiff	51.48	-3.18	447287	קארדיף	Galles	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2654675	Bristol	51.45523	-2.59665	617280	בריסטאל	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2654993	Bradford	53.79391	-1.75206	299310	בראדפארד	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2655603	Birmingham	52.48142	-1.89983	984333	בירמינגהאם	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2655984	Belfast	54.59682	-5.92541	274770	בעלפאסט		פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2656046	Bedford	52.13459	-0.46632	106940	בעדפארד	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2656295	Barnet	51.65	-0.2	30000	לאנדאנער בארא פון בארנעט	ענגלאנד	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
2657832	Aberdeen	57.14369	-2.09814	196670	אבערדין	苏格兰	פאראייניגטע קעניגרייך+http://en.wikipedia.org/wiki/United_Kingdom
611717	Tbilisi	41.69411	44.83368	1049498	טביליסי	T'bilisi	גרוזיע
2306104	Accra	5.55602	-0.1969	1963264	אקרא	Greater Accra	
2413876	Banjul	13.45274	-16.57803	34589	באנזשול	Banjul	די גאמביע
263219	Delphi	38.47942	22.49357	2373	דעלפי		Griekanmua
2374775	Bissau	11.86357	-15.59767	388028	ביסאו	Bissau Region	
1819729	Hong Kong	22.27832	114.17469	7012738	האנג קאנג		http://en.wikipedia.org/wiki/Hong_Kong
3600949	Tegucigalpa	14.0818	-87.20681	850848	טעגוסיגאלפע	Francisco Morazán	
3186886	Zagreb	45.81444	15.97798	698966	זאגרעב	Grad Zagreb	
3192224	Pula	44.86833	13.84806	59078	פולא		
715839	Sátoraljaújhely	48.39492	21.65871	18052	איהעל		אונגארן
716935	Nyíregyháza	47.95539	21.71671	116298	נירעדהאז	סאבאלטש-סאטמאר-בערעג	אונגארן
717902	Makó	46.21667	20.48333	25135	מאקעווע		אונגארן
721239	Eger	47.90265	20.37329	56647	ערלוי		אונגארן
3045190	Sopron	47.68501	16.59049	57210	שאפראן		אונגארן
3046526	Pécs	46.08333	18.23333	156649	פעטש		אונגארן
3052040	Gyöngyös	47.78257	19.928	32938	דינדיש		אונגארן
3054643	Budapest	47.49801	19.03991	1741041	בודאפעשט		אונגארן
1642911	Jakarta	-6.21462	106.84513	8540121	דזשאקארטא	Jakarta Raya	http://en.wikipedia.org/wiki/Indonesia
2964574	Dublin	53.33306	-6.24889	1024027	דובלין		Ire
281184	Jerusalem	31.76904	35.21633	801000	ירושלים		ישראל+מדינת ישראל
293100	Safed	32.96465	35.496	27816	צפת		ישראל+מדינת ישראל
293222	Yavné	31.87808	34.73983	31774	יבנה+Kefar Yavne	HaMerkaz	ישראל+מדינת ישראל
293253	Jaffa	32.05043	34.75224	100000	יפו		ישראל+מדינת ישראל
293322	Tiberias	32.79221	35.53124	39790	טבריה		ישראל+מדינת ישראל
293397	Tel Aviv	32.08088	34.78057	432892	תל אביב-יפו		ישראל+מדינת ישראל
293426	Tamra	32.85301	35.1987	25917	טמרה		ישראל+מדינת ישראל
293619	Sederot	31.525	34.59693	20228	שדרות	HaDarom	ישראל+מדינת ישראל
293768	Ramla	31.92923	34.86563	63860	רמלה	HaMerkaz	ישראל+מדינת ישראל
293783	Ramat HaSharon	32.14613	34.8394	36137	רמת השרון		ישראל+מדינת ישראל
293788	Ramat Gan	32.08227	34.81065	128095	רמת גן		ישראל+מדינת ישראל
293962	Or Yehuda	32.02923	34.85788	30802	אור יהודה		ישראל+מדינת ישראל
294068	Netivot	31.42305	34.58911	24564	נתיבות	HaDarom	ישראל+מדינת ישראל
294071	Netanya	32.33291	34.85992	171676	נתניה	HaMerkaz	ישראל+מדינת ישראל
294074	Ness Ziona	31.92933	34.79868	38700	נס ציונה	HaMerkaz	ישראל+מדינת ישראל
294078	Nesher	32.76622	35.04425	21245	נשר	חיפה דיסטריקט	ישראל+מדינת ישראל
294117	Nahariyya	33.00892	35.09814	51200	נהריה		ישראל+מדינת ישראל
294421	Lod	31.9467	34.8903	66589	לוד	HaMerkaz	ישראל+מדינת ישראל
294514	Kfar Saba	32.175	34.90694	80773	כפר סבא	HaMerkaz	ישראל+מדינת ישראל
294760	Hod HaSharon	32.15934	34.8932	43185	הוד השרון	HaMerkaz	ישראל+מדינת ישראל
294801	Haifa	32.81841	34.9885	267300	חיפה	חיפה דיסטריקט	ישראל+מדינת ישראל
295277	Eilat	29.55805	34.94821	45588	אילת	HaDarom	ישראל+מדינת ישראל
295328	Dimona	31.07079	35.03269	33558	דימונה	HaDarom	ישראל+מדינת ישראל
295530	Beersheba	31.25181	34.7913	186600	באר שבע	HaDarom	ישראל+מדינת ישראל
295548	Bat Yam	32.02379	34.75185	128979	בת ים		ישראל+מדינת ישראל
295629	Ashdod	31.79213	34.64966	224656	אשדוד	HaDarom	ישראל+מדינת ישראל
8184212	Rahat	31.39547	34.75699	19586	רהט	HaDarom	ישראל+מדינת ישראל
1273294	Delhi	28.65195	77.23149	10927986	דעלהי	DL	אינדיע
1275004	Kolkata	22.56263	88.36304	4631392	קאלקאטא	WB+West Bengal	אינדיע
1275339	Mumbai	19.07283	72.88261	12691836	מומביי	מאהאראשטרא+MH+Mahārāshtra	אינדיע
99072	Mosul	36.335	43.11889	1739800	מאסול	Nīnawá	איראק
113646	Tabriz	38.08	46.2919	1424641	טאבריז		איראן
3413829	Reykjavík	64.13548	-21.89541	118918	רעקיאוויק+101		איסלאנד
3165524	Turin	45.07049	7.68682	870456	טורין	Piemonte	איטאליע
3172394	Naples	40.85216	14.26811	959470	נאפאלי		איטאליע
3176959	Florence	43.77925	11.24626	349296	פירענצע		איטאליע
250441	Amman	31.95522	35.94503	1275857	אמאן		יאַרדן+יארדאניע+Al Mamlakah al Urdunīyah al Hāshimīyah
1857910	Kyoto	35.02107	135.75385	1459640	קיאטא		יאפאן+יאַפּאַן
184745	Nairobi	-1.28333	36.81667	2750547	נייראבי	Nairobi Area	
1528675	Bishkek	42.87	74.59	900000	בישקעק	Gorod Bishkek	
1871859	Pyongyang	39.03385	125.75432	3222000	פיאנגיאנג		http://en.wikipedia.org/wiki/North_Korea
1835848	Seoul	37.566	126.9784	10349312	סעאל		http://en.wikipedia.org/wiki/South_Korea
1526384	Almaty	43.25667	76.92861	2000900	אלמאטיע	Almaty Qalasy	קאַזאַקסטאַן
266045	Zahlé	33.84675	35.90203	78145	זאכלא	Béqaa	לעוואנען+לבנון
266826	Tripoli	34.43352	35.84415	229398	טריפאלי	Liban-Nord	לעוואנען+לבנון
268064	Sidon	33.55751	35.37148	163554	צידון	Liban-Sud	לעוואנען+לבנון
276781	Beirut	33.89332	35.50157	1916100	ביירוט		לעוואנען+לבנון
277226	Baabda	33.83389	35.54417	9000	באאבדע	Mont-Liban	לעוואנען+לבנון
2274895	Monrovia	6.30054	-10.7969	939524	מאנראוויע		
932505	Maseru	-29.31667	27.48333	118355	מאסערו		
593116	Vilnius	54.68916	25.2798	542366	ווילנע		ליטע+http://en.wikipedia.org/wiki/Lithuania
593733	Ukmerge	55.25	24.75	25886	ווילקאמיר+Ukmergė		ליטע+http://en.wikipedia.org/wiki/Lithuania
598316	Kaunas	54.90272	23.90961	374643	קאוונע		ליטע+http://en.wikipedia.org/wiki/Lithuania
600438	Birzai	56.2	24.75	14911	בירזש+Biržai		ליטע+http://en.wikipedia.org/wiki/Lithuania
456172	Riga	56.946	24.10589	742572	ריגע	Riga	לעטלאנד
460413	Daugavpils	55.88333	26.53333	111564	דענענבורג	http://www.daugavpilsnovads.lv/	לעטלאנד
2210247	Tripoli	32.87519	13.18746	1150989	טריפאלי		
2538475	Rabat	34.01325	-6.83255	1655753	ראבאט		
2561668	Agadir	30.42018	-9.59815	698310	אגאדיר		
617367	Soroca	48.15659	28.28489	27423	סאראקע‏‎	Soroca	מאלדאוויע+מאלדאווע
618426	Chisinau	47.00556	28.8575	635994	קעשענעוו+קישיניאוו		מאלדאוויע+מאלדאווע
1070940	Antananarivo	-18.91368	47.53613	1391433	אנטאנאנאריווא		
785842	Skopje	41.99646	21.43141	474889	סקאפיע		ARYM+FYROM
2449067	Timbuktu	16.77348	-3.00742	32460	טימבוקטו		
2377450	Nouakchott	18.08581	-15.9785	661400	נואקשוט		
2562305	Valletta	35.89972	14.51472	6794	וואלעטא		
927967	Lilongwe	-13.96692	33.78725	646750	לילאנגווע		
3352136	Windhoek	-22.55941	17.08323	268132	ווינטהוק	Khomas	
2440485	Niamey	13.51366	2.1098	774235	ניאמיי	Niamey	
2332459	Lagos	6.45407	3.39467	9000000	לאגאס		
2352778	Abuja	9.05785	7.49508	590400	אבודזשא	FCTA+Abuja Federal Capital Territory	
2747891	Rotterdam	51.9225	4.47917	598199	ראטערדאם	zh+Zuid-Holland	
2751773	Leiden	52.15833	4.49306	119713	ליידן	zh+Zuid-Holland	
2759794	Amsterdam	52.37403	4.88969	741636	אמסטערדאם	nh+Nord-Holland+Noord-Holland	
1283240	Kathmandu	27.70169	85.3206	1442271	קאטמאנדו		
2179537	Wellington	-41.28664	174.77557	381900	װעלינגטאן		ניו זילאנד
3936456	Lima	-12.04318	-77.02824	7737002	לימא	Lima Province	פערו
1684712	Tacloban	11.24333	125.00472	242089	טאקלאבאן		פיליפינען
1174872	Karachi	24.8608	67.0104	11624219	קאראטשי		
1176615	Islamabad	33.72148	73.04329	601600	איסלאמאבאד	Islāmābād	
756135	Warsaw	52.22977	21.01178	1702139	װאַרשע+ווארשע	Mazowieckie	פוילן
756151	Warka	51.7843	21.19091	11048	ווארקע	Mazowieckie	פוילן
756868	Tomaszów Lubelski	50.44767	23.41616	20261	טאמאשאוו	Lubelskie	פוילן
757026	Tarnów	50.01381	20.98698	117799	טארנע	Małopolskie	פוילן
757033	Tarnobrzeg	50.57304	21.67937	50459	דזשיקאוו	Podkarpackie	פוילן
759301	Sieniawa	50.1779	22.60954	2182	שינאווא	Podkarpackie	פוילן
759412	Siedlce	52.16772	22.29006	77185	שעדליץ	Mazowieckie	פוילן
759591	Sanok	49.55573	22.2056	39684	סאניק	Podkarpackie	פוילן
759734	Rzeszów	50.04132	21.99901	158382	ריישע	Podkarpackie	פוילן
759843	Rymanów	49.57649	21.86811	3583	רימאנאוו	Podkarpackie	פוילן
760055	Rudnik nad Sanem	50.44152	22.24856	6770	רודניק	Podkarpackie	פוילן
760343	Ropczyce	50.05229	21.60891	15279	ראפשיץ	Podkarpackie	פוילן
760745	Radoszyce	51.07392	20.25836	3400	ראדאשיץ	Świętokrzyskie	פוילן
760778	Radom	51.40253	21.14714	226794	ראדעם	Mazowieckie	פוילן
761168	Przemyśl	49.78498	22.76728	67013	פשעמישל	Podkarpackie	פוילן
762201	Pińczów	50.52052	20.52649	11806	פינטשאוו	Świętokrzyskie	פוילן
762774	Ożarów	50.88798	21.66658	4689	אזשאראוו	Świętokrzyskie	פוילן
762788	Otwock	52.10577	21.26129	43388	אטוואצק	Mazowieckie	פוילן
762863	Ostrowiec Świętokrzyski	50.92936	21.38525	73989	אסטראווצע	Świętokrzyskie	פוילן
